repo,tool,n_all_tp,n_all_fp,n_all_fn,n_imp_tp,n_imp_fp,n_imp_fn,n_impT_tp,n_impT_fp,n_impT_fn,v_all_tp,v_all_fp,v_all_fn,v_imp_tp,v_imp_fp,v_imp_fn,v_impT_tp,v_impT_fp,v_impT_fn,fp_test,fp_otherOS,fp_direct_unused,fp_indirect_unused,fp_gosum_only,fp_sibling
hashicorp__go-dbw,syft,50,0,40,27,23,0,28,22,0,50,0,40,27,23,0,28,22,0,1,0,4,14,4,0
hashicorp__go-dbw,trivy,46,0,44,27,19,0,28,18,0,46,0,44,27,19,0,28,18,0,1,0,4,14,0,0
hashicorp__go-dbw,cdxgen,27,0,63,27,0,0,27,0,1,27,0,63,27,0,0,27,0,1,0,0,0,0,0,0
hashicorp__go-dbw,cyclonedx-gomod,44,0,46,27,17,0,27,17,1,44,0,46,27,17,0,27,17,1,0,0,4,13,0,0
esimov__gogu,syft,7,0,5,2,5,0,6,1,0,7,0,5,2,5,0,6,1,0,4,0,0,0,1,0
esimov__gogu,trivy,6,0,6,2,4,0,6,0,0,6,0,6,2,4,0,6,0,0,4,0,0,0,0,0
esimov__gogu,cdxgen,2,0,10,2,0,0,2,0,4,2,0,10,2,0,0,2,0,4,0,0,0,0,0,0
esimov__gogu,cyclonedx-gomod,2,0,10,2,0,0,2,0,4,2,0,10,2,0,0,2,0,4,0,0,0,0,0,0
schollz__progressbar,syft,13,0,1,5,8,0,11,2,0,13,0,1,5,8,0,11,2,0,6,1,0,0,1,0
schollz__progressbar,trivy,12,0,2,5,7,0,11,1,0,12,0,2,5,7,0,11,1,0,6,1,0,0,0,0
schollz__progressbar,cdxgen,5,0,9,5,0,0,5,0,6,5,0,9,5,0,0,5,0,6,0,0,0,0,0,0
schollz__progressbar,cyclonedx-gomod,6,0,8,5,1,0,5,1,6,6,0,8,5,1,0,5,1,6,0,1,0,0,0,0
chrispassas__silk,syft,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
chrispassas__silk,trivy,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
chrispassas__silk,cdxgen,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
chrispassas__silk,cyclonedx-gomod,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
SpectoLabs__hoverfly,syft,95,0,75,79,16,0,81,14,0,95,0,75,79,16,0,81,14,0,2,1,0,0,13,0
SpectoLabs__hoverfly,trivy,82,0,88,79,3,0,81,1,0,82,0,88,79,3,0,81,1,0,2,1,0,0,0,0
SpectoLabs__hoverfly,cdxgen,82,0,88,79,3,0,81,1,0,82,5,88,79,8,0,81,6,0,2,1,0,0,0,0
SpectoLabs__hoverfly,cyclonedx-gomod,80,0,90,79,1,0,79,1,2,80,0,90,79,1,0,79,1,2,0,1,0,0,0,0
muir__libschema,syft,17,0,2,10,7,0,12,5,0,17,0,2,10,7,0,12,5,0,2,0,0,1,4,0
muir__libschema,trivy,13,0,6,10,3,0,12,1,0,13,0,6,10,3,0,12,1,0,2,0,0,1,0,0
muir__libschema,cdxgen,10,0,9,10,0,0,10,0,2,10,0,9,10,0,0,10,0,2,0,0,0,0,0,0
muir__libschema,cyclonedx-gomod,10,0,9,10,0,0,10,0,2,10,0,9,10,0,0,10,0,2,0,0,0,0,0,0
gookit__config,syft,16,0,2,13,3,0,13,3,0,16,0,2,13,3,0,13,3,0,0,0,0,0,3,0
gookit__config,trivy,13,0,5,13,0,0,13,0,0,13,0,5,13,0,0,13,0,0,0,0,0,0,0,0
gookit__config,cdxgen,13,0,5,13,0,0,13,0,0,13,0,5,13,0,0,13,0,0,0,0,0,0,0,0
gookit__config,cyclonedx-gomod,13,0,5,13,0,0,13,0,0,13,0,5,13,0,0,13,0,0,0,0,0,0,0,0
bitfield__uptimerobot,syft,26,0,220,16,10,0,17,9,0,26,0,220,16,10,0,17,9,0,1,1,0,0,8,0
bitfield__uptimerobot,trivy,246,0,0,16,230,0,17,229,0,246,0,0,16,230,0,17,229,0,1,1,0,0,228,0
bitfield__uptimerobot,cdxgen,16,0,230,16,0,0,16,0,1,16,0,230,16,0,0,16,0,1,0,0,0,0,0,0
bitfield__uptimerobot,cyclonedx-gomod,19,0,227,16,3,0,16,3,1,19,0,227,16,3,0,16,3,1,0,1,0,0,2,0
tarent__loginsrv,syft,52,0,13,34,18,0,39,13,0,52,0,13,34,18,0,39,13,0,5,0,0,0,13,0
tarent__loginsrv,trivy,65,0,0,34,31,0,39,26,0,65,0,0,34,31,0,39,26,0,5,0,0,0,26,0
tarent__loginsrv,cdxgen,34,0,31,34,0,0,34,0,5,34,0,31,34,0,0,34,0,5,0,0,0,0,0,0
tarent__loginsrv,cyclonedx-gomod,34,0,31,34,0,0,34,0,5,34,0,31,34,0,0,34,0,5,0,0,0,0,0,0
bengadbois__pewpew,syft,30,0,8,19,11,0,19,11,0,30,0,8,19,11,0,19,11,0,0,1,0,1,9,0
bengadbois__pewpew,trivy,21,0,17,19,2,0,19,2,0,21,0,17,19,2,0,19,2,0,0,1,0,1,0,0
bengadbois__pewpew,cdxgen,19,0,19,19,0,0,19,0,0,19,0,19,19,0,0,19,0,0,0,0,0,0,0,0
bengadbois__pewpew,cyclonedx-gomod,20,0,18,19,1,0,19,1,0,20,0,18,19,1,0,19,1,0,0,1,0,0,0,0
BrianLeishman__go-imap,syft,30,0,7,26,4,0,26,4,0,30,0,7,26,4,0,26,4,0,0,0,0,0,4,0
BrianLeishman__go-imap,trivy,26,0,11,26,0,0,26,0,0,26,0,11,26,0,0,26,0,0,0,0,0,0,0,0
BrianLeishman__go-imap,cdxgen,26,0,11,26,0,0,26,0,0,26,0,11,26,0,0,26,0,0,0,0,0,0,0,0
BrianLeishman__go-imap,cyclonedx-gomod,26,0,11,26,0,0,26,0,0,26,0,11,26,0,0,26,0,0,0,0,0,0,0,0
micro__go-micro,syft,118,2,109,78,42,0,92,28,0,118,4,109,78,44,0,92,30,0,14,0,1,6,19,2
micro__go-micro,trivy,99,1,128,78,22,0,92,8,0,99,1,128,78,22,0,92,8,0,14,0,1,6,0,1
micro__go-micro,cdxgen,78,0,149,78,0,0,78,0,14,78,0,149,78,0,0,78,0,14,0,0,0,0,0,0
micro__go-micro,cyclonedx-gomod,81,0,146,78,3,0,78,3,14,81,0,146,78,3,0,78,3,14,0,0,0,3,0,0
cilium__ebpf,syft,37,0,49,7,30,0,12,25,0,37,0,49,7,30,0,12,25,0,5,0,0,23,2,0
cilium__ebpf,trivy,35,0,51,7,28,0,12,23,0,35,0,51,7,28,0,12,23,0,5,0,0,23,0,0
cilium__ebpf,cdxgen,7,0,79,7,0,0,7,0,5,7,0,79,7,0,0,7,0,5,0,0,0,0,0,0
cilium__ebpf,cyclonedx-gomod,25,0,61,6,19,1,6,19,6,25,0,61,6,19,1,6,19,6,0,0,0,19,0,0
aurelien-rainone__go-rquad,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
aurelien-rainone__go-rquad,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
aurelien-rainone__go-rquad,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
aurelien-rainone__go-rquad,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Breeze0806__go-etl,syft,75,0,28,54,21,0,54,21,0,75,0,28,54,21,0,54,21,0,0,0,0,1,20,0
Breeze0806__go-etl,trivy,55,0,48,54,1,0,54,1,0,55,0,48,54,1,0,54,1,0,0,0,0,1,0,0
Breeze0806__go-etl,cdxgen,54,0,49,54,0,0,54,0,0,54,0,49,54,0,0,54,0,0,0,0,0,0,0,0
Breeze0806__go-etl,cyclonedx-gomod,55,0,48,54,1,0,54,1,0,55,0,48,54,1,0,54,1,0,0,0,0,1,0,0
loov__lensm,syft,20,0,19,13,7,0,13,7,0,20,0,19,13,7,0,13,7,0,0,0,0,1,6,0
loov__lensm,trivy,14,0,25,13,1,0,13,1,0,14,0,25,13,1,0,13,1,0,0,0,0,1,0,0
loov__lensm,cdxgen,13,0,26,13,0,0,13,0,0,13,0,26,13,0,0,13,0,0,0,0,0,0,0,0
loov__lensm,cyclonedx-gomod,14,0,25,13,1,0,13,1,0,14,0,25,13,1,0,13,1,0,0,0,0,1,0,0
VerizonDigital__vflow,syft,63,0,93,38,25,0,38,25,0,63,0,93,38,25,0,38,25,0,0,0,0,4,21,0
VerizonDigital__vflow,trivy,42,0,114,38,4,0,38,4,0,42,0,114,38,4,0,38,4,0,0,0,0,4,0,0
VerizonDigital__vflow,cdxgen,38,0,118,38,0,0,38,0,0,38,0,118,38,0,0,38,0,0,0,0,0,0,0,0
VerizonDigital__vflow,cyclonedx-gomod,39,0,117,38,1,0,38,1,0,39,0,117,38,1,0,38,1,0,0,0,0,1,0,0
Gituser143__cryptgo,syft,38,0,145,26,12,0,26,12,0,38,0,145,26,12,0,26,12,0,0,0,0,3,9,0
Gituser143__cryptgo,trivy,183,0,0,26,157,0,26,157,0,183,0,0,26,157,0,26,157,0,0,1,0,3,153,0
Gituser143__cryptgo,cdxgen,26,0,157,26,0,0,26,0,0,26,0,157,26,0,0,26,0,0,0,0,0,0,0,0
Gituser143__cryptgo,cyclonedx-gomod,27,0,156,26,1,0,26,1,0,27,0,156,26,1,0,26,1,0,0,1,0,0,0,0
wagoodman__dive,syft,122,0,26,83,39,0,98,24,0,122,0,26,83,39,0,98,24,0,15,2,0,9,13,0
wagoodman__dive,trivy,109,0,39,83,26,0,98,11,0,109,0,39,83,26,0,98,11,0,15,2,0,9,0,0
wagoodman__dive,cdxgen,83,0,65,83,0,0,83,0,15,83,0,65,83,0,0,83,0,15,0,0,0,0,0,0
wagoodman__dive,cyclonedx-gomod,84,0,64,81,3,2,81,3,17,84,0,64,81,3,2,81,3,17,0,2,0,1,0,0
gabstv__go-bsdiff,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
gabstv__go-bsdiff,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
gabstv__go-bsdiff,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
gabstv__go-bsdiff,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
mkideal__cli,syft,13,0,10,8,5,0,12,1,0,13,0,10,8,5,0,12,1,0,4,0,0,0,1,0
mkideal__cli,trivy,23,0,0,8,15,0,12,11,0,23,0,0,8,15,0,12,11,0,4,0,0,0,11,0
mkideal__cli,cdxgen,8,0,15,8,0,0,8,0,4,8,0,15,8,0,0,8,0,4,0,0,0,0,0,0
mkideal__cli,cyclonedx-gomod,8,0,15,8,0,0,8,0,4,8,0,15,8,0,0,8,0,4,0,0,0,0,0,0
FreeLeh__GoFreeDB,syft,29,0,64,16,13,0,22,7,0,29,0,64,16,13,0,22,7,0,6,0,0,1,6,0
FreeLeh__GoFreeDB,trivy,23,0,70,16,7,0,22,1,0,23,0,70,16,7,0,22,1,0,6,0,0,1,0,0
FreeLeh__GoFreeDB,cdxgen,16,0,77,16,0,0,16,0,6,16,0,77,16,0,0,16,0,6,0,0,0,0,0,0
FreeLeh__GoFreeDB,cyclonedx-gomod,17,0,76,16,1,0,16,1,6,17,0,76,16,1,0,16,1,6,0,0,0,1,0,0
adnanh__webhook,syft,15,0,5,10,5,0,10,5,0,15,0,5,10,5,0,10,5,0,0,1,0,3,1,0
adnanh__webhook,trivy,14,0,6,10,4,0,10,4,0,14,0,6,10,4,0,10,4,0,0,1,0,3,0,0
adnanh__webhook,cdxgen,14,0,6,10,4,0,10,4,0,14,0,6,10,4,0,10,4,0,0,1,0,3,0,0
adnanh__webhook,cyclonedx-gomod,11,0,9,10,1,0,10,1,0,11,0,9,10,1,0,10,1,0,0,1,0,0,0,0
tiendc__gofn,syft,6,0,1,1,5,0,5,1,0,6,0,1,1,5,0,5,1,0,4,0,0,0,1,0
tiendc__gofn,trivy,5,0,2,1,4,0,5,0,0,5,0,2,1,4,0,5,0,0,4,0,0,0,0,0
tiendc__gofn,cdxgen,1,0,6,1,0,0,1,0,4,1,0,6,1,0,0,1,0,4,0,0,0,0,0,0
tiendc__gofn,cyclonedx-gomod,1,0,6,1,0,0,1,0,4,1,0,6,1,0,0,1,0,4,0,0,0,0,0,0
cdipaolo__goml,syft,6,0,2,1,5,0,5,1,0,6,0,2,1,5,0,5,1,0,4,0,0,0,1,0
cdipaolo__goml,trivy,5,0,3,1,4,0,5,0,0,5,0,3,1,4,0,5,0,0,4,0,0,0,0,0
cdipaolo__goml,cdxgen,1,0,7,1,0,0,1,0,4,1,0,7,1,0,0,1,0,4,0,0,0,0,0,0
cdipaolo__goml,cyclonedx-gomod,1,0,7,1,0,0,1,0,4,1,0,7,1,0,0,1,0,4,0,0,0,0,0,0
mattn__go-colorable,syft,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
mattn__go-colorable,trivy,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
mattn__go-colorable,cdxgen,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
mattn__go-colorable,cyclonedx-gomod,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0
txn2__kubefwd,syft,139,2,58,105,36,0,105,36,0,139,2,58,105,36,0,105,36,0,0,3,0,8,23,2
txn2__kubefwd,trivy,116,3,81,105,14,0,105,14,0,116,3,81,105,14,0,105,14,0,0,3,0,8,0,3
txn2__kubefwd,cdxgen,105,2,92,105,2,0,105,2,0,105,2,92,105,2,0,105,2,0,0,0,0,0,0,2
txn2__kubefwd,cyclonedx-gomod,115,0,82,104,11,1,104,11,1,115,0,82,104,11,1,104,11,1,0,3,0,8,0,0
box-cli-maker__box-cli-maker,syft,13,0,7,11,2,0,11,2,0,13,0,7,11,2,0,11,2,0,0,0,0,0,0,2
box-cli-maker__box-cli-maker,trivy,13,0,7,11,2,0,11,2,0,13,0,7,11,2,0,11,2,0,0,0,0,0,0,2
box-cli-maker__box-cli-maker,cdxgen,11,0,9,11,0,0,11,0,0,11,0,9,11,0,0,11,0,0,0,0,0,0,0,0
box-cli-maker__box-cli-maker,cyclonedx-gomod,11,0,9,11,0,0,11,0,0,11,0,9,11,0,0,11,0,0,0,0,0,0,0,0
DarthPestilane__easytcp,syft,20,0,10,11,9,0,15,5,0,20,0,10,11,9,0,15,5,0,4,0,1,2,2,0
DarthPestilane__easytcp,trivy,18,0,12,11,7,0,15,3,0,18,0,12,11,7,0,15,3,0,4,0,1,2,0,0
DarthPestilane__easytcp,cdxgen,11,0,19,11,0,0,11,0,4,11,0,19,11,0,0,11,0,4,0,0,0,0,0,0
DarthPestilane__easytcp,cyclonedx-gomod,14,0,16,11,3,0,11,3,4,14,0,16,11,3,0,11,3,4,0,0,1,2,0,0
Workiva__go-datastructures,syft,8,0,10,7,1,0,7,1,0,8,0,10,7,1,0,7,1,0,0,0,0,0,1,0
Workiva__go-datastructures,trivy,18,0,0,7,11,0,7,11,0,18,0,0,7,11,0,7,11,0,0,0,0,0,11,0
Workiva__go-datastructures,cdxgen,7,0,11,7,0,0,7,0,0,7,0,11,7,0,0,7,0,0,0,0,0,0,0,0
Workiva__go-datastructures,cyclonedx-gomod,6,0,12,6,0,1,6,0,1,6,0,12,6,0,1,6,0,1,0,0,0,0,0,0
HDT3213__rdb,syft,12,0,6,7,5,0,7,5,0,12,0,6,7,5,0,7,5,0,0,0,0,1,4,0
HDT3213__rdb,trivy,8,0,10,7,1,0,7,1,0,8,0,10,7,1,0,7,1,0,0,0,0,1,0,0
HDT3213__rdb,cdxgen,7,0,11,7,0,0,7,0,0,7,0,11,7,0,0,7,0,0,0,0,0,0,0,0
HDT3213__rdb,cyclonedx-gomod,8,0,10,7,1,0,7,1,0,8,0,10,7,1,0,7,1,0,0,0,0,1,0,0
linxGnu__mssqlx,syft,12,0,1,6,6,0,10,2,0,12,0,1,6,6,0,10,2,0,4,0,0,0,2,0
linxGnu__mssqlx,trivy,10,0,3,6,4,0,10,0,0,10,0,3,6,4,0,10,0,0,4,0,0,0,0,0
linxGnu__mssqlx,cdxgen,6,0,7,6,0,0,6,0,4,6,0,7,6,0,0,6,0,4,0,0,0,0,0,0
linxGnu__mssqlx,cyclonedx-gomod,6,0,7,6,0,0,6,0,4,6,0,7,6,0,0,6,0,4,0,0,0,0,0,0
krotik__ecal,syft,1,3,0,1,3,0,1,3,0,1,5,0,1,5,0,1,5,0,0,0,0,0,0,3
krotik__ecal,trivy,1,3,0,1,3,0,1,3,0,1,4,0,1,4,0,1,4,0,0,0,0,0,0,3
krotik__ecal,cdxgen,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,0,0,0,0,0,2
krotik__ecal,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
sashamelentyev__usestdlibvars,syft,4,0,4,3,1,0,3,1,0,4,0,4,3,1,0,3,1,0,0,0,0,0,1,0
sashamelentyev__usestdlibvars,trivy,3,0,5,3,0,0,3,0,0,3,0,5,3,0,0,3,0,0,0,0,0,0,0,0
sashamelentyev__usestdlibvars,cdxgen,3,0,5,3,0,0,3,0,0,3,0,5,3,0,0,3,0,0,0,0,0,0,0,0
sashamelentyev__usestdlibvars,cyclonedx-gomod,2,0,6,2,0,1,2,0,1,2,0,6,2,0,1,2,0,1,0,0,0,0,0,0
oracle__coherence-go-client,syft,17,10,23,7,20,0,7,20,0,17,16,23,7,26,0,7,26,0,0,0,0,0,10,10
oracle__coherence-go-client,trivy,NA
oracle__coherence-go-client,cdxgen,8,3,32,7,4,0,7,4,0,8,9,32,7,10,0,7,10,0,0,0,0,0,1,3
oracle__coherence-go-client,cyclonedx-gomod,7,0,33,7,0,0,7,0,0,7,0,33,7,0,0,7,0,0,0,0,0,0,0,0
gobeam__mongo-go-pagination,syft,22,0,33,12,10,0,12,10,0,22,0,33,12,10,0,12,10,0,0,0,0,0,10,0
gobeam__mongo-go-pagination,trivy,55,0,0,12,43,0,12,43,0,55,0,0,12,43,0,12,43,0,0,0,0,0,43,0
gobeam__mongo-go-pagination,cdxgen,12,0,43,12,0,0,12,0,0,12,0,43,12,0,0,12,0,0,0,0,0,0,0,0
gobeam__mongo-go-pagination,cyclonedx-gomod,12,0,43,12,0,0,12,0,0,12,0,43,12,0,0,12,0,0,0,0,0,0,0,0
Konstantin8105__c4go,syft,8,0,0,4,4,0,8,0,0,8,0,0,4,4,0,8,0,0,4,0,0,0,0,0
Konstantin8105__c4go,trivy,8,0,0,4,4,0,8,0,0,8,0,0,4,4,0,8,0,0,4,0,0,0,0,0
Konstantin8105__c4go,cdxgen,8,0,0,4,4,0,8,0,0,8,0,0,4,4,0,8,0,0,4,0,0,0,0,0
Konstantin8105__c4go,cyclonedx-gomod,4,0,4,4,0,0,4,0,4,4,0,4,4,0,0,4,0,4,0,0,0,0,0,0
mehrdadrad__tcpdog,syft,NA
mehrdadrad__tcpdog,trivy,NA
mehrdadrad__tcpdog,cdxgen,NA
mehrdadrad__tcpdog,cyclonedx-gomod,NA
emperror__errors,syft,6,0,1,3,3,0,3,3,0,6,0,1,3,3,0,3,3,0,0,0,0,0,3,0
emperror__errors,trivy,7,0,0,3,4,0,3,4,0,7,0,0,3,4,0,3,4,0,0,0,0,0,4,0
emperror__errors,cdxgen,3,0,4,3,0,0,3,0,0,3,0,4,3,0,0,3,0,0,0,0,0,0,0,0
emperror__errors,cyclonedx-gomod,3,0,4,3,0,0,3,0,0,3,0,4,3,0,0,3,0,0,0,0,0,0,0,0
augmentable-dev__tickgit,syft,39,0,86,19,20,0,19,20,0,39,0,86,19,20,0,19,20,0,0,0,0,0,20,0
augmentable-dev__tickgit,trivy,125,0,0,19,106,0,19,106,0,125,0,0,19,106,0,19,106,0,0,1,0,0,105,0
augmentable-dev__tickgit,cdxgen,19,0,106,19,0,0,19,0,0,19,0,106,19,0,0,19,0,0,0,0,0,0,0,0
augmentable-dev__tickgit,cyclonedx-gomod,21,0,104,19,2,0,19,2,0,21,0,104,19,2,0,19,2,0,0,1,0,0,1,0
antham__ghokin,syft,34,0,8,23,11,0,27,7,0,34,0,8,23,11,0,27,7,0,4,1,0,0,6,0
antham__ghokin,trivy,28,0,14,23,5,0,27,1,0,28,0,14,23,5,0,27,1,0,4,1,0,0,0,0
antham__ghokin,cdxgen,23,0,19,23,0,0,23,0,4,23,0,19,23,0,0,23,0,4,0,0,0,0,0,0
antham__ghokin,cyclonedx-gomod,24,0,18,23,1,0,23,1,4,24,0,18,23,1,0,23,1,4,0,1,0,0,0,0
lingrino__vaku,syft,82,0,88,25,57,0,67,15,0,82,0,88,25,57,0,67,15,0,42,1,0,2,12,0
lingrino__vaku,trivy,70,0,100,25,45,0,67,3,0,70,0,100,25,45,0,67,3,0,42,1,0,2,0,0
lingrino__vaku,cdxgen,25,0,145,25,0,0,25,0,42,25,0,145,25,0,0,25,0,42,0,0,0,0,0,0
lingrino__vaku,cyclonedx-gomod,26,0,144,25,1,0,25,1,42,26,0,144,25,1,0,25,1,42,0,1,0,0,0,0
jfilipczyk__gomatch,syft,4,0,1,1,3,0,4,0,0,4,0,1,1,3,0,4,0,0,3,0,0,0,0,0
jfilipczyk__gomatch,trivy,5,0,0,1,4,0,4,1,0,5,0,0,1,4,0,4,1,0,3,0,0,0,1,0
jfilipczyk__gomatch,cdxgen,1,0,4,1,0,0,1,0,3,1,0,4,1,0,0,1,0,3,0,0,0,0,0,0
jfilipczyk__gomatch,cyclonedx-gomod,1,0,4,1,0,0,1,0,3,1,0,4,1,0,0,1,0,3,0,0,0,0,0,0
inancgumus__learngo,syft,10,0,2,10,0,0,10,0,0,10,0,2,10,0,0,10,0,0,0,0,0,0,0,0
inancgumus__learngo,trivy,12,0,0,10,2,0,10,2,0,12,0,0,10,2,0,10,2,0,0,0,0,0,2,0
inancgumus__learngo,cdxgen,6,0,6,6,0,4,6,0,4,6,0,6,6,0,4,6,0,4,0,0,0,0,0,0
inancgumus__learngo,cyclonedx-gomod,10,0,2,10,0,0,10,0,0,10,0,2,10,0,0,10,0,0,0,0,0,0,0,0
appleboy__drone-line,syft,40,0,19,32,8,0,36,4,0,40,0,19,32,8,0,36,4,0,4,0,0,0,4,0
appleboy__drone-line,trivy,59,0,0,32,27,0,36,23,0,59,0,0,32,27,0,36,23,0,4,0,0,0,23,0
appleboy__drone-line,cdxgen,32,0,27,32,0,0,32,0,4,32,0,27,32,0,0,32,0,4,0,0,0,0,0,0
appleboy__drone-line,cyclonedx-gomod,32,0,27,32,0,0,32,0,4,32,0,27,32,0,0,32,0,4,0,0,0,0,0,0
paololazzari__play,syft,19,0,12,14,5,0,14,5,0,19,0,12,14,5,0,14,5,0,0,1,0,0,4,0
paololazzari__play,trivy,15,0,16,14,1,0,14,1,0,15,0,16,14,1,0,14,1,0,0,1,0,0,0,0
paololazzari__play,cdxgen,14,0,17,14,0,0,14,0,0,14,0,17,14,0,0,14,0,0,0,0,0,0,0,0
paololazzari__play,cyclonedx-gomod,15,0,16,14,1,0,14,1,0,15,0,16,14,1,0,14,1,0,0,1,0,0,0,0
gotidy__copy,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
gotidy__copy,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
gotidy__copy,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
gotidy__copy,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
goxjs__glfw,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
goxjs__glfw,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
goxjs__glfw,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
goxjs__glfw,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
mojocn__base64Captcha,syft,2,0,12,2,0,0,2,0,0,2,0,12,2,0,0,2,0,0,0,0,0,0,0,0
mojocn__base64Captcha,trivy,14,0,0,2,12,0,2,12,0,14,0,0,2,12,0,2,12,0,0,0,0,0,12,0
mojocn__base64Captcha,cdxgen,2,0,12,2,0,0,2,0,0,2,0,12,2,0,0,2,0,0,0,0,0,0,0,0
mojocn__base64Captcha,cyclonedx-gomod,2,0,12,2,0,0,2,0,0,2,0,12,2,0,0,2,0,0,0,0,0,0,0,0
xxjwxc__gowp,syft,21,0,128,12,9,0,12,9,0,21,0,128,12,9,0,12,9,0,0,0,0,0,9,0
xxjwxc__gowp,trivy,149,0,0,12,137,0,12,137,0,149,0,0,12,137,0,12,137,0,0,0,0,0,137,0
xxjwxc__gowp,cdxgen,12,0,137,12,0,0,12,0,0,12,0,137,12,0,0,12,0,0,0,0,0,0,0,0
xxjwxc__gowp,cyclonedx-gomod,12,0,137,12,0,0,12,0,0,12,0,137,12,0,0,12,0,0,0,0,0,0,0,0
dixonwille__wmenu,syft,12,0,1,4,8,0,8,4,0,12,0,1,4,8,0,8,4,0,4,0,0,0,4,0
dixonwille__wmenu,trivy,13,0,0,4,9,0,8,5,0,13,0,0,4,9,0,8,5,0,4,0,0,0,5,0
dixonwille__wmenu,cdxgen,4,0,9,4,0,0,4,0,4,4,0,9,4,0,0,4,0,4,0,0,0,0,0,0
dixonwille__wmenu,cyclonedx-gomod,4,0,9,4,0,0,4,0,4,4,0,9,4,0,0,4,0,4,0,0,0,0,0,0
charmbracelet__bubbles,syft,26,0,4,21,5,0,24,2,0,26,0,4,21,5,0,24,2,0,3,0,0,0,2,0
charmbracelet__bubbles,trivy,24,0,6,21,3,0,24,0,0,24,0,6,21,3,0,24,0,0,3,0,0,0,0,0
charmbracelet__bubbles,cdxgen,21,0,9,21,0,0,21,0,3,21,0,9,21,0,0,21,0,3,0,0,0,0,0,0
charmbracelet__bubbles,cyclonedx-gomod,21,0,9,21,0,0,21,0,3,21,0,9,21,0,0,21,0,3,0,0,0,0,0,0
aerospike__aerospike-client-go,syft,34,0,13,3,31,0,14,20,0,34,0,13,3,31,0,14,20,0,11,0,1,4,15,0
aerospike__aerospike-client-go,trivy,19,0,28,3,16,0,14,5,0,19,0,28,3,16,0,14,5,0,11,0,1,4,0,0
aerospike__aerospike-client-go,cdxgen,3,0,44,3,0,0,3,0,11,3,0,44,3,0,0,3,0,11,0,0,0,0,0,0
aerospike__aerospike-client-go,cyclonedx-gomod,5,0,42,3,2,0,4,1,10,5,0,42,3,2,0,4,1,10,1,0,1,0,0,0
mehdihadeli__Go-MediatR,syft,9,33,4,1,41,0,5,37,0,9,34,4,1,42,0,5,38,0,4,0,0,2,3,32
mehdihadeli__Go-MediatR,trivy,8,32,5,1,39,0,5,35,0,7,33,6,1,39,0,5,35,0,4,0,0,2,2,31
mehdihadeli__Go-MediatR,cdxgen,2,28,11,1,29,0,2,28,3,2,28,11,1,29,0,2,28,3,1,0,0,0,0,28
mehdihadeli__Go-MediatR,cyclonedx-gomod,1,0,12,1,0,0,1,0,4,1,0,12,1,0,0,1,0,4,0,0,0,0,0,0
